4F5B7680-FA8B-5648-B9F1-4F4BF58DAE04,67,2020-09-22T07:40:32.288
47d5f974e2af309a,22,2020-09-22T08:08:30.572
859f86f7d24d995,22,2020-09-22T08:58:54.497
3d04049ac8f44aca,13,2020-09-22T09:00:14.423
2092BED0-0276-5DBB-8072-D08E81F1AED5,47,2020-09-22T10:36:16.574
d78a550b5680b283,34,2020-09-22T11:17:02.805
49e570960f824762,51,2020-09-22T13:15:12.872
803F5C56-1A38-4835-BDB1-C0665CE8E6FF,61,2020-09-24T08:27:14.897
7425A085-0C16-4740-A0D3-6A4CFE902A81,55,2020-09-24T09:10:33.351
ca683b2dcae7ed63,58,2020-09-24T10:09:05.227
4366461f92513537,79,2020-09-24T18:11:12.370
e200b88860c8d81b,15,2020-09-24T18:59:44.391
d51aa4066457899e,50,2020-09-25T01:45:02.479
547bf7e791b6dd81,2,2020-09-27T07:48:08.916
e73340993ef6df63e41dd0c5a3c0ad06e65764f0,84,2020-09-27T08:59:07.665
8664c5830d448e6c,76,2020-09-28T06:42:01.781
a000c0d6465611f7,3,2020-09-28T07:14:38.201
0BECEFBB-C08D-5C84-B454-507D832A73E1,9,2020-09-28T07:16:38.537
5d834ea44e6fa701,99,2020-09-29T12:08:23.009
3439de8889a006ed,71,2020-09-29T12:20:21.878
41b2ab47f20c0028,25,2020-09-29T12:42:02.275
5d2312613d4b9a9a,9,2020-09-29T12:59:35.365
db7a39e7fa314ebf,15,2020-09-29T15:17:40.544
da1eacad1374f44e,15,2020-09-29T17:46:26.180
02b5052df2dd4176,44,2020-09-30T17:37:46.015
9e9f6ac8c57373b5,33,2020-09-30T18:46:46.843
81de1386a823e709,91,2020-10-01T04:39:09.621
4e6192347e4b337c,68,2020-10-01T05:12:44.355
cbba736f612ed8ed,100,2020-10-01T07:59:03.553
4427a8d8857cfd29,38,2020-10-01T10:04:53.675
c001438960920135,37,2020-10-01T13:37:16.427
a346e6c0b1baa406,77,2020-10-01T15:06:52.243
f02e6fa84bd1a257,99,2020-10-01T16:57:25.317
d42d4448c3392b68,85,2020-10-01T17:33:31.737
f4696e9c7a91ab5d,14,2020-10-01T19:28:34.571
be45da2ecb386ac8,80,2020-10-01T19:48:54.333
60dfd5660ac00175,82,2020-10-01T20:12:34.744
3ce07db2157de860,67,2020-10-01T22:20:42.717
8972b278b577d654,95,2020-10-02T00:42:48.143
a3dc0709fbdbe5d6,77,2020-10-02T02:38:45.199
2f90d741f1d73d34,83,2020-10-02T03:56:41.152
aceda3fc18cd920a,40,2020-10-02T04:51:56.378
60c68d8ae24dc77e,31,2020-10-02T08:24:35.128
a1f789176b0688c7,71,2020-10-02T10:18:29.076
1b3faac406e39f68,30,2020-10-02T10:33:33.765
85845876512cbc03,25,2020-10-02T12:14:11.503
d4fc7680ab0cb69c,27,2020-10-02T12:24:38.346
486865440d6f2c27,68,2020-10-02T12:39:43.728
35fc66b55a365c0c,6,2020-10-02T12:46:30.324
1b3e263b5066dc61,43,2020-10-02T13:07:25.805
f36532174a2ee261,78,2020-10-02T14:02:32.924
b0e48ae9b5d557a9,97,2020-10-02T15:08:00.073
a999c8cc6210797d,54,2020-10-02T15:17:14.377
4b61f55d59f49fb8,31,2020-10-02T15:18:44.409
506d7f0296ca2591,18,2020-10-02T15:26:22.798
0f7b2bdb778cc0f2,74,2020-10-02T15:41:07.542
38170d9c736943d4,84,2020-10-02T16:25:54.528
31415cb35cfd3a17,77,2020-10-02T16:42:07.977
69b833bea772f810,92,2020-10-02T16:49:05.608
251cd889d6583a6d,63,2020-10-02T16:56:42.450
3ce9ce509455446a,83,2020-10-02T17:01:35.935
76e4826543d405ff,21,2020-10-02T17:12:27.186
8528ed5ba1ef1ddc,56,2020-10-02T17:23:25.919
e64b4699911ec2a5,11,2020-10-02T17:29:41.080
b3b5829b88bd3954,36,2020-10-02T17:39:28.555
4f877607a62c3a86,7,2020-10-02T17:49:53.185
077a768cc4f1e3db,1,2020-10-02T18:06:52.204
79bf7b35ae5194fe,67,2020-10-02T18:26:04.365
612c48092881d091,3,2020-10-02T18:34:00.771
47bab82d7bb80954,76,2020-10-02T18:39:08.027
41e72208295a7bfd,53,2020-10-02T18:47:22.319
3e5c827be9cc15e0,29,2020-10-02T18:57:56.133
2ca309fd5567c433,7,2020-10-02T19:06:25.488
b8551f3ef729471f,75,2020-10-02T19:12:54.259
fc2b471cf1288018,46,2020-10-02T19:13:31.716
acf84431faa0503d,51,2020-10-02T19:21:42.818
7846a1f442b74019,11,2020-10-02T19:34:07.444
327b60626699574d,52,2020-10-02T19:36:43.104
9bb8c0dd648cab7d,83,2020-10-02T19:43:17.503
a6ce93496a7c1572,92,2020-10-02T19:49:59.050
8867cc0dce30eb86,45,2020-10-02T19:57:22.674
ed983efd66ea6110,40,2020-10-02T20:07:16.085
e94689c6de193a9e,7,2020-10-02T20:12:47.503
3235d3c8484c35a1,34,2020-10-02T20:20:26.431
dc27f96a2c67f4ad,2,2020-10-02T20:27:58.242
13b01e4ca4c28966,72,2020-10-02T20:31:46.893
06b5103dab2fed9f,48,2020-10-02T20:38:17.748
b8a11403387d425f,14,2020-10-02T20:46:53.267
68eea83c8bce659a,65,2020-10-02T20:51:32.780
e31380e9437ee393,95,2020-10-02T21:01:42.863
a50b4dd62ec5a5ca,37,2020-10-02T21:27:11.279
8221b54166d495d2,100,2020-10-02T21:32:13.992
ed69181c458bb988,76,2020-10-02T21:43:42.157
282538746d7c1d32,82,2020-10-02T21:45:15.176
3342dc69277cf620,77,2020-10-02T21:55:37.313
41656fada8f2edea,5,2020-10-02T22:05:26.272
74ada83517406e13,49,2020-10-02T22:16:04.041
a4921343a5a5a953,43,2020-10-02T22:33:47.018
c2ed6f30b73d796a,43,2020-10-02T22:34:04.836
9ce8df7c8c3e6ddc,81,2020-10-02T23:10:57.585
9c41069e6d199fa0,83,2020-10-02T23:56:44.216
6160cf748a7fcbdb,70,2020-10-03T01:56:08.745
5ab49b4260c58e07,58,2020-10-03T02:44:08.390
4a1d4386706550ad,8,2020-10-03T04:18:05.284
ad625f6f7dbbee4e,30,2020-10-03T05:23:24.656
c66e2b45ce8efced,28,2020-10-03T06:22:10.472
e65d1a85a4b68449,26,2020-10-03T06:33:53.055
36647368e88bbb6c,40,2020-10-03T07:16:59.326
fec1c214d2606324,27,2020-10-03T07:35:33.700
bb16bff2b8dc929e,24,2020-10-03T07:40:13.303
c0c73a0c185549ca,26,2020-10-03T07:40:52.622
e9624a3d9a4e046e,29,2020-10-03T08:41:33.006
867fb820f1c23ca3,20,2020-10-03T08:44:11.842
393eaa818306d8fb,57,2020-10-03T08:50:59.531
3d5b58d9a34a8efc,47,2020-10-03T08:55:31.516
fb786d5c37c03dc3,51,2020-10-03T08:57:18.339
eb98dfdf478a3542,57,2020-10-03T09:31:10.786
04abd8cf5301517e,1,2020-10-03T09:34:59.447
